,duplication,SubHOG_after_duplication,subhog_branch_length,tax_level_subhog,member_gene_orth_id,member_gene_ensembl_id,tissues,taxon
12,https://omabrowser.org/oma/hog/information/HOG:0010714.3,https://omabrowser.org/oma/hog/information/HOG:0010714.3e_4294967293,4.978076585,Cetartiodactyla,http://omabrowser.org/ontology/oma#GENE_ENSBTAG00000032364,ENSBTAG00000032364,"{'spermatid', 'gluteal muscle', 'endometrium', 'colon', 'spermatocyte', 'prefrontal cortex', 'conceptus', 'intercostal muscle', 'placenta', 'testis', 'brain', 'skeletal muscle tissue', 'liver', 'adult mammalian kidney', 'heart', 'lung', 'spleen'}",Bos taurus
13,https://omabrowser.org/oma/hog/information/HOG:0010714.3,https://omabrowser.org/oma/hog/information/HOG:0010714.3d_4294967293,27.92296257,Cetartiodactyla,http://omabrowser.org/ontology/oma#GENE_ENSBTAG00000047035,ENSBTAG00000047035,"{'spermatid', 'longissimus thoracis muscle', 'gluteal muscle', 'endometrium', 'scapular muscle', 'colon', 'spermatocyte', 'prefrontal cortex', 'conceptus', 'intercostal muscle', 'placenta', 'testis', 'brain', 'skeletal muscle tissue', 'liver', 'adult mammalian kidney', 'heart', 'lung', 'spleen'}",Bos taurus
14,https://omabrowser.org/oma/hog/information/HOG:0021831.1,https://omabrowser.org/oma/hog/information/HOG:0021831.1c_32524,1.59578342,Amniota,http://omabrowser.org/ontology/oma#GENE_ENSCAFG00000019183,ENSCAFG00000019183,"{'nose', 'frontal cortex', 'colon', 'hypothalamus', 'cerebellum', 'prefrontal cortex', 'adipose tissue', 'head', 'adrenal gland', 'olfactory bulb', 'mitral valve', 'jejunum', 'heart left ventricle', 'urinary bladder', 'pancreas', 'cardiac muscle of left ventricle', 'occipital cortex', 'metanephros cortex', 'lymph node', 'kidney', 'smooth muscle tissue', 'adrenal cortex', 'cartilage tissue', 'lung', 'spinal cord', 'cerebral cortex', 'bone marrow', 'pituitary gland', 'mucosa of urinary bladder', 'hair follicle', 'heart right ventricle', 'stomach', 'saliva-secreting gland', 'thymus', 'testis', 'small intestine', 'brain', 'left cardiac atrium', 'thyroid gland', 'heart', 'spleen', 'retina', 'right cardiac atrium', 'female gonad', 'skeletal muscle tissue', 'liver', 'adult mammalian kidney', 'placenta', 'renal medulla', 'zone of skin', 'mammary gland'}",Canis lupus familiaris
15,https://omabrowser.org/oma/hog/information/HOG:0021831.1,https://omabrowser.org/oma/hog/information/HOG:0021831.1c_32524,1.59578342,Amniota,http://omabrowser.org/ontology/oma#GENE_ENSGALG00000021869,ENSGALG00000021869,"{'spermatid', 'colon', 'spermatocyte', 'cerebellum', 'kidney', 'testis', 'female gonad', 'brain', 'skeletal muscle tissue', 'liver', 'heart', 'lung', 'spleen'}",Gallus gallus
16,https://omabrowser.org/oma/hog/information/HOG:0021831.1,https://omabrowser.org/oma/hog/information/HOG:0021831.1c_32524,1.59578342,Amniota,http://omabrowser.org/ontology/oma#GENE_ENSCPOG00000010702,ENSCPOG00000010702,"{'frontal cortex', 'uterine cervix', 'liver', 'brain', 'adult mammalian kidney'}",Cavia porcellus
17,https://omabrowser.org/oma/hog/information/HOG:0021831.1,https://omabrowser.org/oma/hog/information/HOG:0021831.1c_32524,1.59578342,Amniota,http://omabrowser.org/ontology/oma#GENE_ENSMMUG00000007604,ENSMMUG00000007604,"{'cortex of kidney', 'frontal cortex', 'colon', 'spermatocyte', 'cerebellum', 'dorsolateral prefrontal cortex', 'prefrontal cortex', 'cerebellar cortex', 'lung', 'spermatid', 'testis', 'brain', 'primary visual cortex', 'heart', 'spleen', 'multi-cellular organism', 'fibroblast', 'liver', 'skeletal muscle tissue', 'kidney', 'adult mammalian kidney', 'hindlimb stylopod muscle', 'superior frontal gyrus'}",Macaca mulatta
18,https://omabrowser.org/oma/hog/information/HOG:0021831.1,https://omabrowser.org/oma/hog/information/HOG:0021831.1c_32524,1.59578342,Amniota,http://omabrowser.org/ontology/oma#GENE_ENSEEUG00000004800,ENSEEUG00000004800,"{'adult mammalian kidney', 'prefrontal cortex', 'liver'}",Erinaceus europaeus
19,https://omabrowser.org/oma/hog/information/HOG:0021831.1,https://omabrowser.org/oma/hog/information/HOG:0021831.1c_32524,1.59578342,Amniota,http://omabrowser.org/ontology/oma#GENE_ENSBTAG00000012514,ENSBTAG00000012514,"{'spermatid', 'longissimus thoracis muscle', 'gluteal muscle', 'endometrium', 'scapular muscle', 'colon', 'spermatocyte', 'prefrontal cortex', 'conceptus', 'intercostal muscle', 'placenta', 'testis', 'brain', 'skeletal muscle tissue', 'liver', 'adult mammalian kidney', 'heart', 'lung', 'spleen'}",Bos taurus
20,https://omabrowser.org/oma/hog/information/HOG:0021831.1,https://omabrowser.org/oma/hog/information/HOG:0021831.1c_32524,1.59578342,Amniota,http://omabrowser.org/ontology/oma#GENE_ENSACAG00000028131,ENSACAG00000028131,"{'dewlap', 'hemipenis', 'hindlimb bud', 'kidney', 'embryo', 'female gonad', 'brain', 'skeletal muscle tissue', 'liver', 'adrenal gland', 'heart', 'lung'}",Anolis carolinensis
21,https://omabrowser.org/oma/hog/information/HOG:0021831.1,https://omabrowser.org/oma/hog/information/HOG:0021831.1c_32524,1.59578342,Amniota,http://omabrowser.org/ontology/oma#GENE_ENSGGOG00000005637,ENSGGOG00000005637,"{'frontal cortex', 'cerebellum', 'prefrontal cortex', 'testis', 'liver', 'adult mammalian kidney', 'heart'}",Gorilla gorilla
22,https://omabrowser.org/oma/hog/information/HOG:0021831.1,https://omabrowser.org/oma/hog/information/HOG:0021831.1c_32524,1.59578342,Amniota,http://omabrowser.org/ontology/oma#GENE_ENSECAG00000015840,ENSECAG00000015840,"{'endometrium', 'cerebellum', 'prefrontal cortex', 'blood', 'muscle tissue', 'chorionic villus', 'articular cartilage of joint', 'synovial membrane of synovial joint', 'epithelium of bronchus', 'trophoblast', 'spinal cord', 'bone marrow', 'embryo', 'testis', 'gluteus medius', 'triceps brachii', 'oviduct epithelium', 'multi-cellular organism', 'liver', 'adult mammalian kidney', 'zone of skin'}",Equus caballus
23,https://omabrowser.org/oma/hog/information/HOG:0021831.1,https://omabrowser.org/oma/hog/information/HOG:0021831.1c_32524,1.59578342,Amniota,http://omabrowser.org/ontology/oma#GENE_ENSFCAG00000023330,ENSFCAG00000023330,"{'eyeball of camera-type eye', 'prefrontal cortex', 'uterus', 'tip of external ear', 'embryo', 'testis', 'liver', 'embryonic head', 'adult mammalian kidney', 'spleen', 'zone of skin'}",Felis catus
24,https://omabrowser.org/oma/hog/information/HOG:0021831.1,https://omabrowser.org/oma/hog/information/HOG:0021831.1a_32524,32.38786194,Amniota,http://omabrowser.org/ontology/oma#GENE_ENSECAG00000010804,ENSECAG00000010804,"{'gluteus medius', 'multi-cellular organism', 'testis'}",Equus caballus
25,https://omabrowser.org/oma/hog/information/HOG:0021831.1,https://omabrowser.org/oma/hog/information/HOG:0021831.1a_32524,32.38786194,Amniota,http://omabrowser.org/ontology/oma#GENE_ENSACAG00000014319,ENSACAG00000014319,"{'dewlap', 'hemipenis', 'hindlimb bud', 'kidney', 'embryo', 'female gonad', 'brain', 'skeletal muscle tissue', 'liver', 'adrenal gland', 'heart', 'lung'}",Anolis carolinensis
26,https://omabrowser.org/oma/hog/information/HOG:0021831.1,https://omabrowser.org/oma/hog/information/HOG:0021831.1a_32524,32.38786194,Amniota,http://omabrowser.org/ontology/oma#GENE_ENSOANG00000003967,ENSOANG00000003967,"{'testis', 'female gonad'}",Ornithorhynchus anatinus
27,https://omabrowser.org/oma/hog/information/HOG:0021831.1,https://omabrowser.org/oma/hog/information/HOG:0021831.1a_32524,32.38786194,Amniota,http://omabrowser.org/ontology/oma#GENE_ENSBTAG00000039574,ENSBTAG00000039574,"{'adult mammalian kidney', 'gluteal muscle', 'skeletal muscle tissue'}",Bos taurus
28,https://omabrowser.org/oma/hog/information/HOG:0021831.1,https://omabrowser.org/oma/hog/information/HOG:0021831.1a_32524,32.38786194,Amniota,http://omabrowser.org/ontology/oma#GENE_ENSMODG00000017800,ENSMODG00000017800,"{'skeleton of lower jaw', 'multi-cellular organism', 'embryo', 'extraembryonic membrane', 'spinal cord'}",Monodelphis domestica
29,https://omabrowser.org/oma/hog/information/HOG:0021831.1,https://omabrowser.org/oma/hog/information/HOG:0021831.1a_32524,32.38786194,Amniota,http://omabrowser.org/ontology/oma#GENE_ENSRNOG00000000410,ENSRNOG00000000410,"{'esophagus', 'frontal cortex', 'pancreas', 'ileum', 'cerebellum', 'kidney', 'stomach', 'testis', 'quadriceps femoris', 'brain', 'skeletal muscle tissue', 'liver', 'duodenum', 'heart', 'jejunum'}",Rattus norvegicus
30,https://omabrowser.org/oma/hog/information/HOG:0021831.1,https://omabrowser.org/oma/hog/information/HOG:0021831.1a_32524,32.38786194,Amniota,http://omabrowser.org/ontology/oma#GENE_ENSGGOG00000025277,ENSGGOG00000025277,"{'heart', 'testis', 'cerebellum'}",Gorilla gorilla
31,https://omabrowser.org/oma/hog/information/HOG:0021831.1,https://omabrowser.org/oma/hog/information/HOG:0021831.1a_32524,32.38786194,Amniota,http://omabrowser.org/ontology/oma#GENE_ENSFCAG00000025529,ENSFCAG00000025529,"{'eyeball of camera-type eye', 'prefrontal cortex', 'tip of external ear', 'embryo', 'testis', 'liver', 'adult mammalian kidney'}",Felis catus
32,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1e_117571,0.436757162,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSMMUG00000001847,ENSMMUG00000001847,"{'cortex of kidney', 'frontal cortex', 'colon', 'spermatocyte', 'cerebellum', 'dorsolateral prefrontal cortex', 'prefrontal cortex', 'cerebellar cortex', 'lung', 'spermatid', 'testis', 'brain', 'primary visual cortex', 'heart', 'multi-cellular organism', 'fibroblast', 'liver', 'skeletal muscle tissue', 'kidney', 'adult mammalian kidney', 'hindlimb stylopod muscle', 'superior frontal gyrus'}",Macaca mulatta
33,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1e_117571,0.436757162,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSRNOG00000006144,ENSRNOG00000006144,"{'esophagus', 'frontal cortex', 'pancreas', 'colon', 'ileum', ""Ammon's horn"", 'cerebellum', 'stomach', 'testis', 'quadriceps femoris', 'brain', 'female gonad', 'kidney', 'adult mammalian kidney', 'duodenum', 'heart', 'spleen', 'jejunum'}",Rattus norvegicus
34,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1e_117571,0.436757162,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSFCAG00000012778,ENSFCAG00000012778,"{'eyeball of camera-type eye', 'prefrontal cortex', 'uterus', 'tip of external ear', 'embryo', 'testis', 'embryonic head', 'adult mammalian kidney', 'zone of skin'}",Felis catus
35,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1e_117571,0.436757162,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSBTAG00000033225,ENSBTAG00000033225,"{'spermatid', 'endometrium', 'colon', 'spermatocyte', 'prefrontal cortex', 'conceptus', 'intercostal muscle', 'placenta', 'testis', 'brain', 'skeletal muscle tissue', 'liver', 'adult mammalian kidney', 'heart', 'lung', 'spleen'}",Bos taurus
36,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1e_117571,0.436757162,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSCPOG00000026863,ENSCPOG00000026863,"{'frontal cortex', 'uterine cervix', 'liver', 'brain', 'adult mammalian kidney'}",Cavia porcellus
37,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1e_117571,0.436757162,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSGGOG00000002395,ENSGGOG00000002395,"{'frontal cortex', 'cerebellum', 'prefrontal cortex', 'testis', 'liver', 'adult mammalian kidney', 'heart'}",Gorilla gorilla
38,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1e_117571,0.436757162,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSACAG00000005659,ENSACAG00000005659,"{'dewlap', 'hemipenis', 'hindlimb bud', 'embryonic post-anal tail', 'forelimb bud', 'embryo', 'testis', 'female gonad', 'brain', 'skeletal muscle tissue', 'adrenal gland', 'heart', 'lung'}",Anolis carolinensis
39,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1e_117571,0.436757162,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSMODG00000003991,ENSMODG00000003991,"{'spermatid', 'spermatocyte', 'hindlimb bud', 'multi-cellular organism', 'cerebellum', 'uterus', 'embryo', 'testis', 'brain', 'female gonad', 'kidney', 'adult mammalian kidney', 'extraembryonic membrane', 'forelimb bud', 'lung', 'spinal cord'}",Monodelphis domestica
40,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1e_117571,0.436757162,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSGALG00000008263,ENSGALG00000008263,"{'spermatid', 'colon', 'spermatocyte', 'cerebellum', 'kidney', 'testis', 'brain', 'skeletal muscle tissue', 'liver', 'heart', 'lung'}",Gallus gallus
41,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1e_117571,0.436757162,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSCPOG00000003218,ENSCPOG00000003218,"{'frontal cortex', 'brain', 'uterine cervix'}",Cavia porcellus
42,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1e_117571,0.436757162,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSCAFG00000006357,ENSCAFG00000006357,"{'frontal cortex', 'colon', 'hypothalamus', 'cerebellum', 'prefrontal cortex', 'head', 'adrenal gland', 'olfactory bulb', 'mitral valve', 'pancreas', 'occipital cortex', 'metanephros cortex', 'adrenal cortex', 'cartilage tissue', 'lung', 'spinal cord', 'cerebral cortex', 'pituitary gland', 'testis', 'small intestine', 'brain', 'left cardiac atrium', 'heart', 'retina', 'liver', 'kidney', 'adult mammalian kidney', 'zone of skin', 'mammary gland'}",Canis lupus familiaris
43,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1e_117571,0.436757162,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSFCAG00000000649,ENSFCAG00000000649,"{'eyeball of camera-type eye', 'prefrontal cortex', 'uterus', 'embryo', 'testis', 'liver', 'embryonic head', 'adult mammalian kidney', 'spleen', 'zone of skin'}",Felis catus
44,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1e_117571,0.436757162,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSMMUG00000021241,ENSMMUG00000021241,"{'spermatid', 'cortex of kidney', 'frontal cortex', 'cerebellar cortex', 'colon', 'spermatocyte', ""Ammon's horn"", 'cerebellum', 'multi-cellular organism', 'prefrontal cortex', 'dorsolateral prefrontal cortex', 'testis', 'fibroblast', 'brain', 'primary visual cortex', 'kidney', 'adult mammalian kidney', 'heart', 'lung', 'superior frontal gyrus'}",Macaca mulatta
45,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1e_117571,0.436757162,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSXETG00000031338,ENSXETG00000031338,"{'mesonephros', 'blastula', 'embryo', 'testis', 'female gonad', 'brain', 'skeletal muscle tissue', 'liver', 'gastrula', 'heart', 'egg cell'}",Xenopus tropicalis
46,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1e_117571,0.436757162,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSRNOG00000005652,ENSRNOG00000005652,"{'esophagus', 'frontal cortex', 'colon', ""Ammon's horn"", 'cerebellum', 'stomach', 'brain'}",Rattus norvegicus
47,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1e_117571,0.436757162,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSMODG00000004323,ENSMODG00000004323,"{'endometrium', 'skeleton of lower jaw', 'hindlimb bud', 'multi-cellular organism', 'cerebellum', 'kidney', 'uterus', 'blood', 'forelimb bud', 'uterine wall', 'embryo', 'placenta', 'brain', 'female gonad', 'skeletal muscle tissue', 'adult mammalian kidney', 'extraembryonic membrane', 'heart', 'spinal cord'}",Monodelphis domestica
48,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1e_117571,0.436757162,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSCAFG00000006013,ENSCAFG00000006013,"{'nose', 'frontal cortex', 'colon', 'hypothalamus', 'cerebellum', 'prefrontal cortex', 'adipose tissue', 'head', 'adrenal gland', 'olfactory bulb', 'mitral valve', 'jejunum', 'heart left ventricle', 'urinary bladder', 'pancreas', 'cardiac muscle of left ventricle', 'occipital cortex', 'metanephros cortex', 'lymph node', 'smooth muscle tissue', 'adrenal cortex', 'cartilage tissue', 'lung', 'spinal cord', 'cerebral cortex', 'bone marrow', 'pituitary gland', 'mucosa of urinary bladder', 'hair follicle', 'heart right ventricle', 'stomach', 'saliva-secreting gland', 'testis', 'small intestine', 'brain', 'left cardiac atrium', 'thyroid gland', 'heart', 'spleen', 'retina', 'right cardiac atrium', 'liver', 'kidney', 'adult mammalian kidney', 'placenta', 'renal medulla', 'zone of skin'}",Canis lupus familiaris
49,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1e_117571,0.436757162,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSECAG00000013575,ENSECAG00000013575,"{'endometrium', 'multi-cellular organism', 'cerebellum', 'brainstem', 'prefrontal cortex', 'epithelium of bronchus', 'embryo', 'testis', 'inner cell mass', 'trophectoderm', 'articular cartilage of joint', 'adult mammalian kidney', 'oviduct epithelium', 'spinal cord', 'zone of skin', 'synovial membrane of synovial joint'}",Equus caballus
50,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1e_117571,0.436757162,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSGGOG00000001075,ENSGGOG00000001075,"{'frontal cortex', 'cerebellum', 'prefrontal cortex', 'testis', 'liver', 'adult mammalian kidney', 'heart'}",Gorilla gorilla
51,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1e_117571,0.436757162,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSECAG00000009769,ENSECAG00000009769,"{'multi-cellular organism', 'cerebellum', 'brainstem', 'prefrontal cortex', 'embryo', 'liver', 'chorionic villus', 'adult mammalian kidney', 'spinal cord', 'oviduct epithelium', 'synovial membrane of synovial joint'}",Equus caballus
52,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1e_117571,0.436757162,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSBTAG00000007615,ENSBTAG00000007615,"{'spermatid', 'longissimus thoracis muscle', 'gluteal muscle', 'endometrium', 'scapular muscle', 'colon', 'spermatocyte', 'prefrontal cortex', 'intercostal muscle', 'brain', 'skeletal muscle tissue', 'adult mammalian kidney', 'heart', 'lung'}",Bos taurus
53,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1b_117571,2.189305638,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSBTAG00000020679,ENSBTAG00000020679,"{'longissimus thoracis muscle', 'gluteal muscle', 'endometrium', 'scapular muscle', 'colon', 'spermatocyte', 'prefrontal cortex', 'intercostal muscle', 'brain', 'skeletal muscle tissue', 'liver', 'adult mammalian kidney', 'heart', 'lung', 'spleen'}",Bos taurus
54,https://omabrowser.org/oma/hog/information/HOG:0035626.1,https://omabrowser.org/oma/hog/information/HOG:0035626.1b_117571,2.189305638,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSMMUG00000021163,ENSMMUG00000021163,"{'cortex of kidney', 'frontal cortex', 'colon', 'spermatocyte', 'cerebellum', 'dorsolateral prefrontal cortex', 'prefrontal cortex', 'cerebellar cortex', ""Ammon's horn"", 'lung', 'spermatid', 'testis', 'brain', 'primary visual cortex', 'heart', 'spleen', 'multi-cellular organism', 'fibroblast', 'liver', 'skeletal muscle tissue', 'kidney', 'adult mammalian kidney', 'hindlimb stylopod muscle', 'superior frontal gyrus'}",Macaca mulatta
